,Year,Coal Prod_x,Gas Prod_x,Oil Prod_x,Coal Prod_y,Gas Prod_y,Oil Prod_y,Coal EROI,Gas EROI,Oil EROI,Total Prod Gross,Total Prod Net,Coal %,Gas %,Oil %,EROI Total
342,2052,115.5440756,188.0742433,151.2633442,96.18578197,179.542899,124.0265912,5.96871181,22.04508884,5.553648197,4.55E+02,4.00E+02,0.25,0.41,0.33,12.48
343,2053,112.8760585,188.0569736,151.838141,93.459458,179.2342958,123.8770497,5.813379054,21.31518084,5.430336741,4.53E+02,3.97E+02,0.25,0.42,0.34,12.12
344,2054,111.4218949,188.1890198,152.224088,91.7552883,179.057843,123.5529271,5.665537377,20.60950364,5.309310221,4.52E+02,3.94E+02,0.25,0.42,0.34,11.77
345,2055,110.8608345,187.1731361,152.1899163,90.78930634,177.7800622,122.8700951,5.523288186,19.92671808,5.190683645,4.50E+02,3.91E+02,0.25,0.42,0.34,11.40
346,2056,111.8664321,186.1551835,152.7728739,91.09387889,176.4948498,122.6682625,5.385300068,19.2700573,5.074733299,4.51E+02,3.90E+02,0.25,0.41,0.34,11.01
347,2057,114.0623666,185.2150413,153.164343,92.33435742,175.2777763,122.2903097,5.24955442,18.63843234,4.960943755,4.52E+02,3.90E+02,0.25,0.41,0.34,10.63
348,2058,117.1198585,184.156865,153.873839,94.22103295,173.9432599,122.143505,5.114666615,18.03054497,4.849423874,4.55E+02,3.90E+02,0.26,0.40,0.34,10.25
349,2059,119.8116288,182.5366101,154.6850001,95.75195187,172.0735341,122.0504258,4.979768811,17.44578834,4.739911683,4.57E+02,3.90E+02,0.26,0.40,0.34,9.88
350,2060,121.4748539,180.8127817,154.6387717,96.40498029,170.1042282,121.2561584,4.845451382,16.88489327,4.632314738,4.57E+02,3.88E+02,0.27,0.40,0.34,9.54
351,2061,122.3154649,178.6700138,154.2984058,96.36250368,167.7402292,120.2158158,4.712967575,16.34707552,4.527191332,4.55E+02,3.84E+02,0.27,0.39,0.34,9.22
352,2062,122.4876144,176.5002656,153.9488763,95.76242269,165.352266,119.1556308,4.583226787,15.8324607,4.424677093,4.53E+02,3.80E+02,0.27,0.39,0.34,8.91
353,2063,121.9623069,174.3287925,152.9487446,94.59737012,162.9644673,117.58249,4.456882462,15.3400038,4.324708581,4.49E+02,3.75E+02,0.27,0.39,0.34,8.64
354,2064,121.4404192,172.111559,151.6262371,93.42351283,160.5360875,115.7606646,4.334540642,14.8686435,4.227626292,4.45E+02,3.70E+02,0.27,0.39,0.34,8.37
355,2065,120.9336057,170.1637704,150.1607819,92.24956714,158.3611761,113.8333305,4.216059233,14.41748872,4.133534735,4.41E+02,3.64E+02,0.27,0.39,0.34,8.12
356,2066,121.3038798,167.4169875,149.6646709,91.72687915,155.4457185,112.6411065,4.101290767,13.98489897,4.042416587,4.38E+02,3.60E+02,0.28,0.38,0.34,7.86
357,2067,122.8753653,164.5883951,149.8675546,92.07420307,152.4613051,111.9609317,3.989309376,13.57196121,3.953598162,4.37E+02,3.56E+02,0.28,0.38,0.34,7.58
358,2068,124.7628665,161.3577821,150.209658,92.59915007,149.1131961,111.3618113,3.878994107,13.17788793,3.866614771,4.36E+02,3.53E+02,0.29,0.37,0.34,7.31
359,2069,127.2857655,157.8710932,149.9387722,93.52390324,145.539976,110.2866241,3.770104995,12.80265939,3.781353075,4.35E+02,3.49E+02,0.29,0.36,0.34,7.05
360,2070,129.4609373,155.7478624,149.8498357,94.10999213,143.2338543,109.3292931,3.662163396,12.44588156,3.698120165,4.35E+02,3.47E+02,0.30,0.36,0.34,6.82
361,2071,130.2098514,153.3947658,150.4290899,93.58824064,140.7213314,108.8369479,3.555546812,12.10364614,3.616767076,4.34E+02,3.43E+02,0.30,0.35,0.35,6.60
362,2072,130.5249467,151.097597,150.2006796,92.70745961,138.2663805,107.7339146,3.451444204,11.77578117,3.536899496,4.32E+02,3.39E+02,0.30,0.35,0.35,6.39
363,2073,129.6452297,148.1568731,149.6598035,90.94687873,135.2304025,106.3919304,3.35014869,11.46151008,3.458912875,4.27E+02,3.33E+02,0.30,0.35,0.35,6.20
364,2074,128.4863424,145.6601621,149.6778041,88.9822157,132.6099313,105.4326199,3.252478995,11.16150086,3.382917414,4.24E+02,3.27E+02,0.30,0.34,0.35,6.02
365,2075,127.5452567,142.6995106,149.6194216,87.1635628,129.5767559,104.3978175,3.158491987,10.87420393,3.308582802,4.20E+02,3.21E+02,0.30,0.34,0.36,5.83
366,2076,126.6701855,140.4154178,148.9818782,85.38102302,127.1685789,102.9416931,3.067879749,10.59991887,3.235909626,4.16E+02,3.15E+02,0.30,0.34,0.36,5.67
367,2077,126.2614853,137.9524149,148.8534253,83.89842979,124.6066303,101.8242924,2.980462192,10.33677821,3.16513225,4.13E+02,3.10E+02,0.31,0.33,0.36,5.50
368,2078,125.7735783,135.483913,148.8332165,82.34056033,122.0492005,100.7598818,2.895805637,10.08461573,3.095961983,4.10E+02,3.05E+02,0.31,0.33,0.36,5.34
369,2079,125.1429203,132.8289409,149.4584654,80.66927519,119.3341154,100.1047516,2.813866956,9.842953583,3.028312436,4.07E+02,3.00E+02,0.31,0.33,0.37,5.18
370,2080,124.3228122,131.0095717,150.3273952,78.86059539,117.3792821,99.57311189,2.734640343,9.611649933,2.961866179,4.06E+02,2.96E+02,0.31,0.32,0.37,5.04
371,2081,123.2334449,129.1445,150.6912935,76.87269718,115.389392,98.66606532,2.658141874,9.388839377,2.896504231,4.03E+02,2.91E+02,0.31,0.32,0.37,4.90
372,2082,122.0554134,128.1877762,150.9948785,74.82812865,114.2152244,97.68560365,2.584425804,9.174256612,2.832431673,4.01E+02,2.87E+02,0.30,0.32,0.38,4.78
373,2083,121.175492,126.2925035,152.0226042,72.96427962,112.2069691,97.13389441,2.513429679,8.966113731,2.769651625,3.99E+02,2.82E+02,0.30,0.32,0.38,4.65
374,2084,120.1289593,124.2284419,152.1192643,70.99394424,110.0562809,95.94212467,2.444874784,8.765666862,2.707849943,3.96E+02,2.77E+02,0.30,0.31,0.38,4.53
375,2085,118.80813,121.672608,151.6531513,68.86267992,107.4798546,94.36911274,2.37875782,8.572868471,2.64738931,3.92E+02,2.71E+02,0.30,0.31,0.39,4.40
376,2086,117.5425209,119.730626,151.276397,66.77099079,105.4568402,92.83372078,2.31512662,8.388147852,2.588457729,3.89E+02,2.65E+02,0.30,0.31,0.39,4.29
