,Year,Coal Prod_x,Gas Prod_x,Oil Prod_x,Coal Prod_y,Gas Prod_y,Oil Prod_y,Coal EROI,Gas EROI,Oil EROI,Total Prod Gross,Total Prod Net,Coal %,Gas %,Oil %,EROI Total
0,1710,3.75E-05,0,0,3.54E-05,0,0,17.56672005,31.13573842,18.73272936,3.75E-05,3.54E-05,1.00,0.00,0.00,17.57
1,1711,0.0003,0,0,0.000282922,0,0,17.56672051,31.13573842,18.73272936,3.00E-04,2.83E-04,1.00,0.00,0.00,17.57
2,1712,0.000637501,0,0,0.000601211,0,0,17.56672421,31.13573842,18.73272936,6.38E-04,6.01E-04,1.00,0.00,0.00,17.57
3,1713,0.0012,0,0,0.001131689,0,0,17.56673207,31.13573842,18.73272936,1.20E-03,1.13E-03,1.00,0.00,0.00,17.57
4,1714,0.0017625,0,0,0.001662168,0,0,17.56674685,31.13573842,18.73272936,1.76E-03,1.66E-03,1.00,0.00,0.00,17.57
5,1715,0.0021,0,0,0.001980456,0,0,17.56676857,31.13573842,18.73272936,2.10E-03,1.98E-03,1.00,0.00,0.00,17.57
6,1716,0.0023625,0,0,0.002228013,0,0,17.56679444,31.13573842,18.73272936,2.36E-03,2.23E-03,1.00,0.00,0.00,17.57
7,1717,0.0024,0,0,0.002263379,0,0,17.56682355,31.13573842,18.73272936,2.40E-03,2.26E-03,1.00,0.00,0.00,17.57
8,1718,0.0024,0,0,0.002263379,0,0,17.56685313,31.13573842,18.73272936,2.40E-03,2.26E-03,1.00,0.00,0.00,17.57
9,1719,0.0024,0,0,0.002263379,0,0,17.5668827,31.13573842,18.73272936,2.40E-03,2.26E-03,1.00,0.00,0.00,17.57
10,1720,0.0024,0,0,0.00226338,0,0,17.56691227,31.13573842,18.73272936,2.40E-03,2.26E-03,1.00,0.00,0.00,17.57
11,1721,0.0024,0,0,0.00226338,0,0,17.56694185,31.13573842,18.73272936,2.40E-03,2.26E-03,1.00,0.00,0.00,17.57
12,1722,0.0024,0,0,0.00226338,0,0,17.56697142,31.13573842,18.73272936,2.40E-03,2.26E-03,1.00,0.00,0.00,17.57
13,1723,0.0024375,0,0,0.002298746,0,0,17.56700099,31.13573842,18.73272936,2.44E-03,2.30E-03,1.00,0.00,0.00,17.57
14,1724,0.00270001,0,0,0.002546312,0,0,17.56703103,31.13573842,18.73272936,2.70E-03,2.55E-03,1.00,0.00,0.00,17.57
15,1725,0.00300001,0,0,0.002829235,0,0,17.5670643,31.13573842,18.73272936,3.00E-03,2.83E-03,1.00,0.00,0.00,17.57
16,1726,0.00330001,0,0,0.003112158,0,0,17.56710127,31.13573842,18.73272936,3.30E-03,3.11E-03,1.00,0.00,0.00,17.57
17,1727,0.00356251,0,0,0.003359716,0,0,17.56714194,31.13573842,18.73272936,3.56E-03,3.36E-03,1.00,0.00,0.00,17.57
18,1728,0.00360001,0,0,0.003395082,0,0,17.56718584,31.13573842,18.73272936,3.60E-03,3.40E-03,1.00,0.00,0.00,17.57
19,1729,0.00360001,0,0,0.003395082,0,0,17.5672302,31.13573842,18.73272936,3.60E-03,3.40E-03,1.00,0.00,0.00,17.57
20,1730,0.00363751,0,0,0.003430448,0,0,17.56727456,31.13573842,18.73272936,3.64E-03,3.43E-03,1.00,0.00,0.00,17.57
21,1731,0.00390001,0,0,0.003678006,0,0,17.56731939,31.13573842,18.73272936,3.90E-03,3.68E-03,1.00,0.00,0.00,17.57
22,1732,0.00420001,0,0,0.00396093,0,0,17.56736745,31.13573842,18.73272936,4.20E-03,3.96E-03,1.00,0.00,0.00,17.57
23,1733,0.00450001,0,0,0.004243853,0,0,17.56741921,31.13573842,18.73272936,4.50E-03,4.24E-03,1.00,0.00,0.00,17.57
24,1734,0.00476252,0,0,0.004491421,0,0,17.56747467,31.13573842,18.73272936,4.76E-03,4.49E-03,1.00,0.00,0.00,17.57
25,1735,0.00483752,0,0,0.004562153,0,0,17.56753337,31.13573842,18.73272936,4.84E-03,4.56E-03,1.00,0.00,0.00,17.57
26,1736,0.00510002,0,0,0.004809712,0,0,17.56759298,31.13573842,18.73272936,5.10E-03,4.81E-03,1.00,0.00,0.00,17.57
27,1737,0.00540002,0,0,0.005092636,0,0,17.56765584,31.13573842,18.73272936,5.40E-03,5.09E-03,1.00,0.00,0.00,17.57
28,1738,0.00570003,0,0,0.00537557,0,0,17.56772239,31.13573842,18.73272936,5.70E-03,5.38E-03,1.00,0.00,0.00,17.57
29,1739,0.00600003,0,0,0.005658494,0,0,17.56779265,31.13573842,18.73272936,6.00E-03,5.66E-03,1.00,0.00,0.00,17.57
30,1740,0.00630003,0,0,0.005941419,0,0,17.5678666,31.13573842,18.73272936,6.30E-03,5.94E-03,1.00,0.00,0.00,17.57
31,1741,0.00660004,0,0,0.006224353,0,0,17.56794425,31.13573842,18.73272936,6.60E-03,6.22E-03,1.00,0.00,0.00,17.57
32,1742,0.00690004,0,0,0.006507279,0,0,17.5680256,31.13573842,18.73272936,6.90E-03,6.51E-03,1.00,0.00,0.00,17.57
33,1743,0.00720004,0,0,0.006790204,0,0,17.56811065,31.13573842,18.73272936,7.20E-03,6.79E-03,1.00,0.00,0.00,17.57
34,1744,0.00750005,0,0,0.007073139,0,0,17.5681994,31.13573842,18.73272936,7.50E-03,7.07E-03,1.00,0.00,0.00,17.57
35,1745,0.00783755,0,0,0.007391431,0,0,17.56829185,31.13573842,18.73272936,7.84E-03,7.39E-03,1.00,0.00,0.00,17.57
36,1746,0.00840006,0,0,0.007921925,0,0,17.56838847,31.13573842,18.73272936,8.40E-03,7.92E-03,1.00,0.00,0.00,17.57
37,1747,0.00896258,0,0,0.008452429,0,0,17.56849202,31.13573842,18.73272936,8.96E-03,8.45E-03,1.00,0.00,0.00,17.57
38,1748,0.00933758,0,0,0.008806088,0,0,17.5686025,31.13573842,18.73272936,9.34E-03,8.81E-03,1.00,0.00,0.00,17.57
39,1749,0.0098626,0,0,0.009301227,0,0,17.56871762,31.13573842,18.73272936,9.86E-03,9.30E-03,1.00,0.00,0.00,17.57
40,1750,0.010293851,0,0,0.009707936,0,0,17.56883921,31.13573842,18.73272936,1.03E-02,9.71E-03,1.00,0.00,0.00,17.57
41,1751,0.011250109,0,0,0.010609769,0,0,17.56896612,31.13573842,18.73272936,1.13E-02,1.06E-02,1.00,0.00,0.00,17.57
42,1752,0.01235637,0,0,0.011653069,0,0,17.56910483,31.13573842,18.73272936,1.24E-02,1.17E-02,1.00,0.00,0.00,17.57
43,1753,0.01380024,0,0,0.013014763,0,0,17.56925718,31.13573842,18.73272936,1.38E-02,1.30E-02,1.00,0.00,0.00,17.57
44,1754,0.01524401,0,0,0.014376366,0,0,17.56942734,31.13573842,18.73272936,1.52E-02,1.44E-02,1.00,0.00,0.00,17.57
45,1755,0.01635027,0,0,0.015419671,0,0,17.56961531,31.13573842,18.73272936,1.64E-02,1.54E-02,1.00,0.00,0.00,17.57
46,1756,0.01734403,0,0,0.016356881,0,0,17.56981694,31.13573842,18.73272936,1.73E-02,1.64E-02,1.00,0.00,0.00,17.57
47,1757,0.01803778,0,0,0.017011158,0,0,17.57003083,31.13573842,18.73272936,1.80E-02,1.70E-02,1.00,0.00,0.00,17.57
48,1758,0.01886288,0,0,0.017789311,0,0,17.57025329,31.13573842,18.73272936,1.89E-02,1.78E-02,1.00,0.00,0.00,17.57
49,1759,0.01953788,0,0,0.018425908,0,0,17.57048594,31.13573842,18.73272936,1.95E-02,1.84E-02,1.00,0.00,0.00,17.57
50,1760,0.02040048,0,0,0.019239431,0,0,17.57072693,31.13573842,18.73272936,2.04E-02,1.92E-02,1.00,0.00,0.00,17.57
51,1761,0.02130048,0,0,0.020088227,0,0,17.57097858,31.13573842,18.73272936,2.13E-02,2.01E-02,1.00,0.00,0.00,17.57
52,1762,0.02220058,0,0,0.020937119,0,0,17.57124134,31.13573842,18.73272936,2.22E-02,2.09E-02,1.00,0.00,0.00,17.57
53,1763,0.02315683,0,0,0.021838968,0,0,17.57151524,31.13573842,18.73272936,2.32E-02,2.18E-02,1.00,0.00,0.00,17.57
54,1764,0.0244507,0,0,0.023059226,0,0,17.57180095,31.13573842,18.73272936,2.45E-02,2.31E-02,1.00,0.00,0.00,17.57
55,1765,0.02580072,0,0,0.024332443,0,0,17.57210265,31.13573842,18.73272936,2.58E-02,2.43E-02,1.00,0.00,0.00,17.57
56,1766,0.02718835,0,0,0.025641133,0,0,17.57242103,31.13573842,18.73272936,2.72E-02,2.56E-02,1.00,0.00,0.00,17.57
57,1767,0.02874472,0,0,0.027108965,0,0,17.57275657,31.13573842,18.73272936,2.87E-02,2.71E-02,1.00,0.00,0.00,17.57
58,1768,0.03000107,0,0,0.028293856,0,0,17.57311134,31.13573842,18.73272936,3.00E-02,2.83E-02,1.00,0.00,0.00,17.57
59,1769,0.03123877,0,0,0.029461162,0,0,17.57348166,31.13573842,18.73272936,3.12E-02,2.95E-02,1.00,0.00,0.00,17.57
60,1770,0.03275762,0,0,0.030893624,0,0,17.5738673,31.13573842,18.73272936,3.28E-02,3.09E-02,1.00,0.00,0.00,17.57
61,1771,0.03465161,0,0,0.032679886,0,0,17.57427173,31.13573842,18.73272936,3.47E-02,3.27E-02,1.00,0.00,0.00,17.57
62,1772,0.03663934,0,0,0.034554562,0,0,17.57469959,31.13573842,18.73272936,3.66E-02,3.46E-02,1.00,0.00,0.00,17.57
63,1773,0.03881458,0,0,0.036606088,0,0,17.57515205,31.13573842,18.73272936,3.88E-02,3.66E-02,1.00,0.00,0.00,17.58
64,1774,0.04078357,0,0,0.038463109,0,0,17.57563143,31.13573842,18.73272936,4.08E-02,3.85E-02,1.00,0.00,0.00,17.58
65,1775,0.04265888,0,0,0.040231789,0,0,17.5761352,31.13573842,18.73272936,4.27E-02,4.02E-02,1.00,0.00,0.00,17.58
66,1776,0.044852981,0,0,0.042301133,0,0,17.5766622,31.13573842,18.73272936,4.49E-02,4.23E-02,1.00,0.00,0.00,17.58
67,1777,0.04714084,0,0,0.044458911,0,0,17.5772164,31.13573842,18.73272936,4.71E-02,4.45E-02,1.00,0.00,0.00,17.58
68,1778,0.049616312,0,0,0.046793643,0,0,17.57779895,31.13573842,18.73272936,4.96E-02,4.68E-02,1.00,0.00,0.00,17.58
69,1779,0.05194178,0,0,0.048986918,0,0,17.57841219,31.13573842,18.73272936,5.19E-02,4.90E-02,1.00,0.00,0.00,17.58
70,1780,0.05445488,0,0,0.051357166,0,0,17.57905428,31.13573842,18.73272936,5.45E-02,5.14E-02,1.00,0.00,0.00,17.58
71,1781,0.05700546,0,0,0.053762778,0,0,17.57972755,31.13573842,18.73272936,5.70E-02,5.38E-02,1.00,0.00,0.00,17.58
72,1782,0.05963105,0,0,0.056239151,0,0,17.5804325,31.13573842,18.73272936,5.96E-02,5.62E-02,1.00,0.00,0.00,17.58
73,1783,0.06270693,0,0,0.05914022,0,0,17.58117005,31.13573842,18.73272936,6.27E-02,5.91E-02,1.00,0.00,0.00,17.58
74,1784,0.06585783,0,0,0.062112065,0,0,17.58194581,31.13573842,18.73272936,6.59E-02,6.21E-02,1.00,0.00,0.00,17.58
75,1785,0.069130715,0,0,0.065198982,0,0,17.58276072,31.13573842,18.73272936,6.91E-02,6.52E-02,1.00,0.00,0.00,17.58
76,1786,0.07309755,0,0,0.06894041,0,0,17.58361633,31.13573842,18.73272936,7.31E-02,6.89E-02,1.00,0.00,0.00,17.58
77,1787,0.076989376,0,0,0.072611129,0,0,17.58452125,31.13573842,18.73272936,7.70E-02,7.26E-02,1.00,0.00,0.00,17.58
78,1788,0.08112509,0,0,0.076511903,0,0,17.58547458,31.13573842,18.73272936,8.11E-02,7.65E-02,1.00,0.00,0.00,17.59
79,1789,0.08584247,0,0,0.080961307,0,0,17.58647939,31.13573842,18.73272936,8.58E-02,8.10E-02,1.00,0.00,0.00,17.59
80,1790,0.09001603,0,0,0.08489786,0,0,17.58754293,31.13573842,18.73272936,9.00E-02,8.49E-02,1.00,0.00,0.00,17.59
81,1791,0.09449004,0,0,0.089117826,0,0,17.5886585,31.13573842,18.73272936,9.45E-02,8.91E-02,1.00,0.00,0.00,17.59
82,1792,0.09887048,0,0,0.093249591,0,0,17.58982988,31.13573842,18.73272936,9.89E-02,9.32E-02,1.00,0.00,0.00,17.59
83,1793,0.10331693,0,0,0.097443665,0,0,17.59105596,31.13573842,18.73272936,1.03E-01,9.74E-02,1.00,0.00,0.00,17.59
84,1794,0.10836358,0,0,0.102203877,0,0,17.59233761,31.13573842,18.73272936,1.08E-01,1.02E-01,1.00,0.00,0.00,17.59
85,1795,0.113813905,0,0,0.107344884,0,0,17.59368235,31.13573842,18.73272936,1.14E-01,1.07E-01,1.00,0.00,0.00,17.59
86,1796,0.119770661,0,0,0.112963613,0,0,17.59509524,31.13573842,18.73272936,1.20E-01,1.13E-01,1.00,0.00,0.00,17.60
87,1797,0.125756057,0,0,0.118609439,0,0,17.59658266,31.13573842,18.73272936,1.26E-01,1.19E-01,1.00,0.00,0.00,17.60
88,1798,0.13271724,0,0,0.125175693,0,0,17.59814505,31.13573842,18.73272936,1.33E-01,1.25E-01,1.00,0.00,0.00,17.60
89,1799,0.13985727,0,0,0.131910741,0,0,17.59979463,31.13573842,18.73272936,1.40E-01,1.32E-01,1.00,0.00,0.00,17.60
90,1800,0.147353356,0,0,0.138981736,0,0,17.60153376,31.13573842,18.73272936,1.47E-01,1.39E-01,1.00,0.00,0.00,17.60
91,1801,0.156604101,0,0,0.147707843,0,0,17.60336698,31.13573842,18.73272936,1.57E-01,1.48E-01,1.00,0.00,0.00,17.60
92,1802,0.1660441,0,0,0.156612625,0,0,17.60531627,31.13573842,18.73272936,1.66E-01,1.57E-01,1.00,0.00,0.00,17.61
93,1803,0.1769007,0,0,0.166853739,0,0,17.60738418,31.13573842,18.73272936,1.77E-01,1.67E-01,1.00,0.00,0.00,17.61
94,1804,0.188640797,0,0,0.177928406,0,0,17.60958856,31.13573842,18.73272936,1.89E-01,1.78E-01,1.00,0.00,0.00,17.61
95,1805,0.199962794,0,0,0.188608975,0,0,17.61194066,31.13573842,18.73272936,2.00E-01,1.89E-01,1.00,0.00,0.00,17.61
96,1806,0.210873973,0,0,0.198902316,0,0,17.61443555,31.13573842,18.73272936,2.11E-01,1.99E-01,1.00,0.00,0.00,17.61
97,1807,0.221130761,0,0,0.208578686,0,0,17.61706838,31.13573842,18.73272936,2.21E-01,2.09E-01,1.00,0.00,0.00,17.62
98,1808,0.23155803,0,0,0.218416132,0,0,17.61983126,31.13573842,18.73272936,2.32E-01,2.18E-01,1.00,0.00,0.00,17.62
99,1809,0.2419182,0,0,0.228190574,0,0,17.62272661,31.13573842,18.73272936,2.42E-01,2.28E-01,1.00,0.00,0.00,17.62
100,1810,0.25337746,0,0,0.239002049,0,0,17.62575388,31.13573842,18.73272936,2.53E-01,2.39E-01,1.00,0.00,0.00,17.63
101,1811,0.26611403,0,0,0.251018725,0,0,17.62892716,31.13573842,18.73272936,2.66E-01,2.51E-01,1.00,0.00,0.00,17.63
102,1812,0.27881483,0,0,0.263002065,0,0,17.63226285,31.13573842,18.73272936,2.79E-01,2.63E-01,1.00,0.00,0.00,17.63
103,1813,0.29266105,0,0,0.276066299,0,0,17.6357609,31.13573842,18.73272936,2.93E-01,2.76E-01,1.00,0.00,0.00,17.64
104,1814,0.308197461,0,0,0.290725392,0,0,17.63943617,31.13573842,18.73272936,3.08E-01,2.91E-01,1.00,0.00,0.00,17.64
105,1815,0.324482308,0,0,0.306091071,0,0,17.64331042,31.13573842,18.73272936,3.24E-01,3.06E-01,1.00,0.00,0.00,17.64
106,1816,0.34308655,0,0,0.323645348,0,0,17.64739367,31.13573842,18.73272936,3.43E-01,3.24E-01,1.00,0.00,0.00,17.65
107,1817,0.362207738,0,0,0.341688048,0,0,17.65171583,31.13573842,18.73272936,3.62E-01,3.42E-01,1.00,0.00,0.00,17.65
108,1818,0.381950805,0,0,0.360318235,0,0,17.65628423,31.13573842,18.73272936,3.82E-01,3.60E-01,1.00,0.00,0.00,17.66
109,1819,0.402740021,0,0,0.379936241,0,0,17.66110761,31.13573842,18.73272936,4.03E-01,3.80E-01,1.00,0.00,0.00,17.66
110,1820,0.423902142,0,0,0.399907048,0,0,17.66620015,31.13573842,18.73272936,4.24E-01,4.00E-01,1.00,0.00,0.00,17.67
111,1821,0.445953834,0,0,0.420718165,0,0,17.67156765,31.13573842,18.73272936,4.46E-01,4.21E-01,1.00,0.00,0.00,17.67
112,1822,0.467889571,0,0,0.441421071,0,0,17.67722252,31.13573842,18.73272936,4.68E-01,4.41E-01,1.00,0.00,0.00,17.68
113,1823,0.48948838,0,0,0.46180734,0,0,17.68316456,31.13573842,18.73272936,4.89E-01,4.62E-01,1.00,0.00,0.00,17.68
114,1824,0.511833045,0,0,0.482898581,0,0,17.68939076,31.13573842,18.73272936,5.12E-01,4.83E-01,1.00,0.00,0.00,17.69
115,1825,0.536282205,0,0,0.505976776,0,0,17.69591201,31.13573842,18.73272936,5.36E-01,5.06E-01,1.00,0.00,0.00,17.70
116,1826,0.562054349,0,0,0.530304811,0,0,17.70275663,31.13573842,18.73272936,5.62E-01,5.30E-01,1.00,0.00,0.00,17.70
117,1827,0.590294413,0,0,0.556963171,0,0,17.70994326,31.13573842,18.73272936,5.90E-01,5.57E-01,1.00,0.00,0.00,17.71
118,1828,0.620100995,0,0,0.585101655,0,0,17.71750537,31.13573842,18.73272936,6.20E-01,5.85E-01,1.00,0.00,0.00,17.72
119,1829,0.651126689,0,0,0.61439272,0,0,17.72546526,31.13573842,18.73272936,6.51E-01,6.14E-01,1.00,0.00,0.00,17.73
120,1830,0.683452203,0,0,0.644912769,0,0,17.73384099,31.13573842,18.73272936,6.83E-01,6.45E-01,1.00,0.00,0.00,17.73
121,1831,0.716692734,0,0,0.676298957,0,0,17.74265195,31.13573842,18.73272936,7.17E-01,6.76E-01,1.00,0.00,0.00,17.74
122,1832,0.751701797,0,0,0.709356963,0,0,17.75191282,31.13573842,18.73272936,7.52E-01,7.09E-01,1.00,0.00,0.00,17.75
123,1833,0.788152397,0,0,0.743778568,0,0,17.76164964,31.13573842,18.73272936,7.88E-01,7.44E-01,1.00,0.00,0.00,17.76
124,1834,0.827348045,0,0,0.780794285,0,0,17.77188456,31.13573842,18.73272936,8.27E-01,7.81E-01,1.00,0.00,0.00,17.77
125,1835,0.869415349,0,0,0.820524154,0,0,17.78265712,31.13573842,18.73272936,8.69E-01,8.21E-01,1.00,0.00,0.00,17.78
126,1836,0.912947786,0,0,0.861641316,0,0,17.79400908,31.13573842,18.73272936,9.13E-01,8.62E-01,1.00,0.00,0.00,17.79
127,1837,0.95940195,0,0,0.905521019,0,0,17.80596446,31.13573842,18.73272936,9.59E-01,9.06E-01,1.00,0.00,0.00,17.81
128,1838,1.007125548,0,0,0.950604417,0,0,17.8185669,31.13573842,18.73272936,1.01E+00,9.51E-01,1.00,0.00,0.00,17.82
129,1839,1.056839294,0,0,0.997572311,0,0,17.83183902,31.13573842,18.73272936,1.06E+00,9.98E-01,1.00,0.00,0.00,17.83
130,1840,1.109385796,0,0,1.047220751,0,0,17.84581353,31.13573842,18.73272936,1.11E+00,1.05E+00,1.00,0.00,0.00,17.85
131,1841,1.16250548,0,0,1.097417537,0,0,17.86053504,31.13573842,18.73272936,1.16E+00,1.10E+00,1.00,0.00,0.00,17.86
132,1842,1.219530746,0,0,1.151309139,0,0,17.87601895,31.13573842,18.73272936,1.22E+00,1.15E+00,1.00,0.00,0.00,17.88
133,1843,1.279123032,0,0,1.207632995,0,0,17.89232583,31.13573842,18.73272936,1.28E+00,1.21E+00,1.00,0.00,0.00,17.89
134,1844,1.341121872,0,0,1.266238603,0,0,17.90949951,31.13573842,18.73272936,1.34E+00,1.27E+00,1.00,0.00,0.00,17.91
135,1845,1.40762474,0,0,1.329107477,0,0,17.92758277,31.13573842,18.73272936,1.41E+00,1.33E+00,1.00,0.00,0.00,17.93
136,1846,1.47592546,0,0,1.393685843,0,0,17.94664796,31.13573842,18.73272936,1.48E+00,1.39E+00,1.00,0.00,0.00,17.95
137,1847,1.546813632,0,0,1.460720423,0,0,17.96673231,31.13573842,18.73272936,1.55E+00,1.46E+00,1.00,0.00,0.00,17.97
138,1848,1.62210257,0,0,1.531925066,0,0,17.98788499,31.13573842,18.73272936,1.62E+00,1.53E+00,1.00,0.00,0.00,17.99
139,1849,1.700345812,0,0,1.605935558,0,0,18.01018168,31.13573842,18.73272936,1.70E+00,1.61E+00,1.00,0.00,0.00,18.01
140,1850,1.784116132,0,0,1.685183683,0,0,18.03368009,31.13573842,18.73272936,1.78E+00,1.69E+00,1.00,0.00,0.00,18.03
141,1851,1.874264341,0,0,1.770475717,0,0,18.05847565,31.13573842,18.73272936,1.87E+00,1.77E+00,1.00,0.00,0.00,18.06
142,1852,1.968579341,0,0,1.859725908,0,0,18.08467855,31.13573842,18.73272936,1.97E+00,1.86E+00,1.00,0.00,0.00,18.08
143,1853,2.067703903,0,0,1.953544145,0,0,18.11237117,31.13573842,18.73272936,2.07E+00,1.95E+00,1.00,0.00,0.00,18.11
144,1854,2.170428107,0,0,2.050790237,0,0,18.14164791,31.13573842,18.73272936,2.17E+00,2.05E+00,1.00,0.00,0.00,18.14
145,1855,2.275284039,0,0,2.150079864,0,0,18.17258922,31.13573842,18.73272936,2.28E+00,2.15E+00,1.00,0.00,0.00,18.17
146,1856,2.38562637,0,0,2.254585853,0,0,18.20525753,31.13573842,18.73272936,2.39E+00,2.25E+00,1.00,0.00,0.00,18.21
147,1857,2.501254192,0,0,2.364122274,0,0,18.23976672,31.13573842,18.73272936,2.50E+00,2.36E+00,1.00,0.00,0.00,18.24
148,1858,2.624662815,0,0,2.481052097,0,0,18.27623215,31.13573842,18.73272936,2.62E+00,2.48E+00,1.00,0.00,0.00,18.28
149,1859,2.75720844,0,0,2.606663153,0,0,18.31481074,31.13573842,18.73272936,2.76E+00,2.61E+00,1.00,0.00,0.00,18.31
150,1860,2.894764681,0,0,2.737060704,0,0,18.35568597,31.13573842,18.73272936,2.89E+00,2.74E+00,1.00,0.00,0.00,18.36
151,1861,3.041821572,0,0,2.876496081,0,0,18.39898708,31.13573842,18.73272936,3.04E+00,2.88E+00,1.00,0.00,0.00,18.40
152,1862,3.195079186,0,0,3.021856444,0,0,18.44491749,31.13573842,18.73272936,3.20E+00,3.02E+00,1.00,0.00,0.00,18.44
153,1863,3.37409589,0,0,3.191649601,0,0,18.49363939,31.13573842,18.73272936,3.37E+00,3.19E+00,1.00,0.00,0.00,18.49
154,1864,3.574077264,0,0,3.381359193,0,0,18.54562597,31.13573842,18.73272936,3.57E+00,3.38E+00,1.00,0.00,0.00,18.55
155,1865,3.779739629,0,0,3.576541998,0,0,18.60129766,31.13573842,18.73272936,3.78E+00,3.58E+00,1.00,0.00,0.00,18.60
156,1866,3.995083972,0,0,3.780994954,0,0,18.66085429,31.13573842,18.73272936,4.00E+00,3.78E+00,1.00,0.00,0.00,18.66
157,1867,4.199411163,0,0,3.975138419,0,0,18.72457211,31.13573842,18.73272936,4.20E+00,3.98E+00,1.00,0.00,0.00,18.72
158,1868,4.398786424,0,0,4.164713889,0,0,18.79240737,31.13573842,18.73272936,4.40E+00,4.16E+00,1.00,0.00,0.00,18.79
159,1869,4.608487295,0,0,4.36419204,0,0,18.86441591,31.13573842,18.73272936,4.61E+00,4.36E+00,1.00,0.00,0.00,18.86
160,1870,4.828641575,0,0,4.57370975,0,0,18.9409132,31.13573842,18.73272936,4.83E+00,4.57E+00,1.00,0.00,0.00,18.94
161,1871,5.061703398,0,0,4.795609371,0,0,19.02223608,31.13573842,18.73272936,5.06E+00,4.80E+00,1.00,0.00,0.00,19.02
162,1872,5.305225361,0,0,5.027592564,0,0,19.10878475,31.13573842,18.73272936,5.31E+00,5.03E+00,1.00,0.00,0.00,19.11
163,1873,5.55999577,0,0,5.270426869,0,0,19.20094234,31.13573842,18.73272936,5.56E+00,5.27E+00,1.00,0.00,0.00,19.20
164,1874,5.82293646,0,0,5.521216329,0,0,19.29913145,31.13573842,18.73272936,5.82E+00,5.52E+00,1.00,0.00,0.00,19.30
165,1875,6.092348504,0,0.012016353,5.778370575,0,0.01137489,19.40374769,31.13573842,18.73272936,6.10E+00,5.79E+00,1.00,0.00,0.00,19.40
166,1876,6.374458111,0,0.084123525,6.047817145,0,0.079633674,19.51518267,31.13573842,18.73637345,6.46E+00,6.13E+00,0.99,0.00,0.01,19.51
167,1877,6.661359945,0,0.100016744,6.322082706,0,0.094685898,19.6339724,31.13573842,18.76188953,6.76E+00,6.42E+00,0.99,0.00,0.01,19.62
168,1878,6.955348845,0,0.122973635,6.603367125,0,0.116429782,19.76053997,31.13573842,18.79223696,7.08E+00,6.72E+00,0.98,0.00,0.02,19.74
169,1879,7.259797613,0,0.126849697,6.894899009,0,0.120112967,19.89538334,31.13573842,18.82956579,7.39E+00,7.02E+00,0.98,0.00,0.02,19.88
170,1880,7.574357589,0,0.127432484,7.19637873,0,0.120678621,20.03910381,31.13573842,18.86808915,7.70E+00,7.32E+00,0.98,0.00,0.02,20.02
171,1881,7.911560805,0,0.13105452,7.519750809,0,0.124122915,20.19234038,31.13573842,18.90680763,8.04E+00,7.64E+00,0.98,0.00,0.02,20.17
172,1882,8.266433954,0,0.13525685,7.860341563,0,0.128118022,20.35604245,31.13573842,18.94664529,8.40E+00,7.99E+00,0.98,0.00,0.02,20.33
173,1883,8.64235982,0.00632595,0.14657079,8.22142051,0.006122777,0.138851573,20.53113031,31.13573842,18.98777995,8.80E+00,8.37E+00,0.98,0.00,0.02,20.51
174,1884,9.038236806,0.0442816,0.14399773,8.602000547,0.0428595,0.136431795,20.71867395,31.13816585,19.03237756,9.23E+00,8.78E+00,0.98,0.00,0.02,20.74
175,1885,9.436529779,0.0527869,0.13907829,8.985448716,0.051092578,0.131787625,20.91980919,31.15516739,19.07621432,9.63E+00,9.17E+00,0.98,0.01,0.01,20.95
176,1886,9.843827584,0.0658631,0.14312069,9.378076072,0.063750441,0.13563474,21.13536369,31.17545621,19.11857389,1.01E+01,9.58E+00,0.98,0.01,0.01,21.17
177,1887,10.26103962,0.0680424,0.13744764,9.780797412,0.06586161,0.130274782,21.36638441,31.20080412,19.16218527,1.05E+01,9.98E+00,0.98,0.01,0.01,21.40
178,1888,10.69604055,0.0680424,0.14082969,10.20117481,0.065863442,0.133496371,21.61402516,31.22702951,19.20408732,1.09E+01,1.04E+01,0.98,0.01,0.01,21.64
179,1889,11.16000424,0.07124485,0.19931718,10.64994296,0.068965255,0.188961448,21.87973234,31.25329431,19.24703974,1.14E+01,1.09E+01,0.98,0.01,0.02,21.89
180,1890,11.64824044,0.090182974,0.21513648,11.12272514,0.087299964,0.203994052,22.16536899,31.28083757,19.30786339,1.20E+01,1.14E+01,0.97,0.01,0.02,22.18
181,1891,12.16697006,0.094997695,0.22703234,11.62556248,0.091964153,0.215313669,22.47284776,31.3157644,19.37355659,1.25E+01,1.19E+01,0.97,0.01,0.02,22.48
182,1892,12.70272217,0.10519742,0.22445182,12.1456935,0.101842122,0.212907683,22.80443156,31.35263106,19.44292839,1.30E+01,1.25E+01,0.97,0.01,0.02,22.82
183,1893,13.25947562,0.103102558,0.23712861,12.6870142,0.099818362,0.224975371,23.16221721,31.39354608,19.51155691,1.36E+01,1.30E+01,0.97,0.01,0.02,23.16
184,1894,13.83822453,0.098128879,0.30871205,13.25057943,0.095007109,0.292948655,23.54860868,31.4337383,19.58410879,1.42E+01,1.36E+01,0.97,0.01,0.02,23.52
185,1895,14.42257591,0.09042912,0.33643512,13.82078932,0.087555807,0.319338652,23.96626346,31.47207632,19.67863253,1.48E+01,1.42E+01,0.97,0.01,0.02,23.91
